review_text,rating,author,date,nama desa wisata,provinsi
Keren,5,Ali Santoni,2019-08-24T14:13:17.763Z,Mangrove Kurau,Kepulauan Bangka Belitung
Mantaps .,5,Muhammad djarot Jarot,2019-08-15T07:34:10.741Z,Mangrove Kurau,Kepulauan Bangka Belitung
Lumayan lah,3,Putra Bangka,2019-08-13T10:39:25.845Z,Mangrove Kurau,Kepulauan Bangka Belitung
Great place for refresh.. 😍👍,5,Hasanuddin Sugiharto Effendi,2019-08-03T09:45:03.103Z,Mangrove Kurau,Kepulauan Bangka Belitung
Wisata alam bisa membuk wawasan banyak tentang magrove,5,Rizki Amalia,2019-07-31T07:00:12.877Z,Mangrove Kurau,Kepulauan Bangka Belitung
"Seruuu..., yg suka banget wisata hutan disini tempatnya...!!!
Bayak atraksi2 juga di dalamnya lho, & kita bisa jumpai beberapa jembatan gantung juga & pastinya kita juga bisa menggali iLmu tentang bayknya ekowisata disana. Kereeen dech pkoknya...",5,Julia Julia,2019-07-31T07:00:06.155Z,Mangrove Kurau,Kepulauan Bangka Belitung
Naik menara jodo mangrove munjang desa kurau kecamatan Koba luar biasa keren mantulll mantap betul,5,Erwin Oppo,2019-07-31T06:59:46.446Z,Mangrove Kurau,Kepulauan Bangka Belitung
So memanjakan hati dan pikiran,5,Mutia 1807,2019-07-31T06:59:29.869Z,Mangrove Kurau,Kepulauan Bangka Belitung
Wisata hutan mangrove munjang mantap,5,Eldo Rado,2019-07-31T06:59:24.127Z,Mangrove Kurau,Kepulauan Bangka Belitung
"Konservasi, edukasi n wisata.",5,Andi Purwanto,2019-07-31T06:59:22.084Z,Mangrove Kurau,Kepulauan Bangka Belitung
"Destinasi yang wahh...lingkungan nya benar"" terjaga,pemandangan nya green banget",5,Della Della,2019-07-31T06:58:45.303Z,Mangrove Kurau,Kepulauan Bangka Belitung
Sangat menguji adrenalin dan sangat memberikan pengalaman yang seru dan saya ingin kembali untuk kesini,5,Renaldi Sanubari,2019-07-31T06:58:07.157Z,Mangrove Kurau,Kepulauan Bangka Belitung
Ajip🤗,5,Tessya Safita,2019-07-31T06:57:36.526Z,Mangrove Kurau,Kepulauan Bangka Belitung
Memuaskan.mantap,5,Marno Jangkung,2019-07-31T06:57:19.270Z,Mangrove Kurau,Kepulauan Bangka Belitung
