review,review_text,rating,author,date,nama desa wisata
lumayan bagus sayang belum tertata dg rapi wahana supaya ditambah krn kelihatan sdh usang alangkah baiknya sdh memenuhi standar keselmatan dr badan yg berwenang dinas parowosata kab sleman dan sdh ber isn terima kasih,"Lumayan bagus
Sayang belum tertata dg rapi
wahana supaya ditambah krn kelihatan sdh usang
alangkah baiknya sdh memenuhi standar keselmatan dr badan yg berwenang, Dinas pArowosata Kab. sleman dan sdh ber ISN
Terima kasih",4,Heru Sudiyatmaka,2023-11-03T00:35:11.168Z,Pulesari
salah satu desa wisata yang cukup bagus penataan lokasi yang baik cukup bersih lokasi outbond di sungai yang sangat asri trainner outbond yang interaktif,"Salah satu desa wisata yang cukup bagus, penataan lokasi yang baik, cukup bersih, lokasi outbond di sungai yang sangat asri, trainner outbond yang interaktif",4,Ardhi Thyo - Arkana Tour Wonosari,2023-10-29T14:13:30.872Z,Pulesari
pemandu sangat tidak ramah,Pemandu sangat tidak ramah,1,Ridho Hermansyah,2023-10-23T05:17:44.726Z,Pulesari
pemandu sangat tidak ramah dan kurang profesional mungkin bisa di tingkatkan lagi untuk pelayanannya,"Pemandu sangat tidak ramah dan kurang profesional, mungkin bisa di tingkatkan lagi untuk pelayanannya",1,MUHAMAD CATUR EXSANUDIN,2023-10-23T04:45:07.858Z,Pulesari
tempat nyaman pengurusnya ramah cocok untuk acara kantor,"tempat nyaman, pengurusnya ramah, cocok untuk acara kantor",5,ariyanto nugroho,2023-10-15T21:53:57.572Z,Pulesari
kompak warganya asri desanya buanyak dan seru permainan nya ada outbond budaya alam kuliner tinggal pilih sehat2 selalu buat pengelolanya,"Kompak warganya, asri desanya, buanyak dan seru permainan nya, ada outbond, budaya, alam, kuliner, tinggal pilih... Sehat2 selalu buat pengelolanya",4,ARCLINE SOKHAMADZ,2023-10-06T02:44:49.264Z,Pulesari
tempat outbond yang seruuu bisa susur sungai juga tempatnya luassss pendoponya banyakk banyak toilet juga di rumah warga cocok buat rombongan bus parkirnya uuga luas makanan disini yang masak buibu dasawisma gitu keren banget bisa jadi desa wisata kalau mau beli oleh oleh biasanya ada yang jual masyarakat sekitar salak jadi andalan kemarin beli 1 kg 7 ribu salak pondoh biasa yang salak pondoh madu 10 ribu pinter nawar aja sii sama penjualnyaa,"Tempat outbond yang seruuu. Bisa susur sungai juga. Tempatnya luassss pendoponya banyakk. Banyak toilet juga di rumah warga.

Cocok buat rombongan bus. Parkirnya uuga luas. Makanan disini yang masak buibu dasawisma gitu, keren banget bisa jadi desa wisata.

Kalau mau beli oleh-oleh biasanya ada yang jual masyarakat sekitar. Salak jadi andalan, kemarin beli 1 kg 7 ribu salak pondoh biasa, yang salak pondoh madu 10 ribu. Pinter nawar aja sii sama penjualnyaa.",5,Iin Nurmalia,2023-10-04T12:27:38.406Z,Pulesari
selalu sedia air putih ya teman teman karena capeknya tidak kerasa karena full permainan air tau tau kering ni tenggorokan,"Selalu sedia air putih ya teman teman, karena capeknya tidak kerasa, karena full permainan air, tau tau kering ni tenggorokan.",4,Ulfa Mulya,2023-10-01T12:26:38.905Z,Pulesari
sangat tidak memuaskan dari model rute perjalanan susur sungai nya aliran sungai yang sangat kotor sisi kanan kiri juga ada getah kuning yang keluar entah dari mana asalnya tour guide nya tidak ramah sama sekali pengarahan yang disampaikan tidak informatif semua disuruh mandiri dari segi fasilitas juga tidak memuaskan kedepannya kalau memang mau membuat desa wisata alangkah lebih baiknya di perhatikan kondisi alam sekitar juga dan jangan asal memanfaatkan terlalu berlebihan,"sangat tidak memuaskan, dari model rute perjalanan susur sungai nya, aliran sungai yang sangat kotor, sisi kanan kiri juga ada getah kuning yang keluar entah dari mana asalnya, tour guide nya tidak ramah sama sekali, pengarahan yang disampaikan tidak informatif semua disuruh mandiri, dari segi fasilitas juga tidak memuaskan, kedepannya kalau memang mau membuat desa wisata alangkah lebih baiknya di perhatikan kondisi alam sekitar juga, dan jangan asal memanfaatkan terlalu berlebihan",1,Galang Bayu Darmawan,2023-10-01T06:06:41.773Z,Pulesari
tempat outbond yg seruu tp sayang tdk ada warung makan yg nyaman,"Tempat outbond yg seruu.....
Tp sayang tdk ada warung makan yg nyaman.",5,Noor Dwiastuti,2023-09-17T08:52:32.728Z,Pulesari
hari sabtu lumayan ramai pengunjung akses jalan lumayan macet kalau all pake mobil,"Hari sabtu lumayan ramai pengunjung, akses jalan lumayan macet kalau all pake mobil",4,Mastery Chanel,2023-09-07T07:04:54.396Z,Pulesari
bagus sangat alami wahana dan fasilitas okeeee semuaa,"Bagus, sangat alami. Wahana dan fasilitas okeeee semuaa",5,Fema Anindita,2023-09-06T15:54:18.797Z,Pulesari
dulu sempat main ke sini lokasi asik buat bangun pagi lihat merapi disediakan tempat buat main api malam2 dan terapi ikan airnya seger khas pegunungan,"Dulu sempat main ke sini
Lokasi asik buat bangun pagi lihat Merapi
Disediakan tempat buat main api malam2 dan terapi ikan
Airnya seger khas pegunungan",5,danyhari wiranto,2023-09-05T17:35:54.830Z,Pulesari
tempatnya sering buat event event ada tempat untuk outbond2,Tempatnya sering buat event-event. Ada tempat untuk outbond2,4,Annisa Nur Purnama Sari,2023-09-04T01:19:52.519Z,Pulesari
