review,cleaned_review,cleaned_review_stemmed,nama desa wisata,provinsi
Kebersihan dan fasilitas kurang memadai untuk keluarga,kebersihan fasilitas memadai keluarga,bersih fasilitas pada keluarga,Pulau Kumayan Kota,Bengkulu
Cocok buat keluarga,cocok keluarga,cocok keluarga,Pulau Kumayan Kota,Bengkulu
"Tempat alami & sejuk, cocok untuk liburan keluarga",alami sejuk cocok liburan keluarga,alami sejuk cocok libur keluarga,Pulau Kumayan Kota,Bengkulu
P. Kemenyan,kemenyan,kemenyan,Pulau Kumayan Kota,Bengkulu
Ok,ok,ok,Pulau Kumayan Kota,Bengkulu
"Masih perlu perbaikan dalam segi jalan masuk, tempat parkir, spot foto dan perbanyak tempat istirahat nya",perbaikan segi jalan parkir spot foto perbanyak istirahat,baik segi jalan parkir spot foto banyak istirahat,Pulau Kumayan Kota,Bengkulu
Wisata baru di Kota Bengkulu. Tidak sulit mendapatkan lokasi wisata ini. Tersedia area untuk besantai di bawah pepohonan rindang. Cocok untuk acara kumpul2 bersama keluarga ataupun bersama teman.,wisata kota bengkulu sulit lokasi wisata tersedia area besantai pepohonan rindang cocok acara kumpul keluarga teman,wisata kota bengkulu sulit lokasi wisata sedia area besantai pohon rindang cocok acara kumpul keluarga teman,Pulau Kumayan Kota,Bengkulu
"Tempatnya strategis di dalam kota bengkulu, walaupun tergolong masih baru namun tempat ini sudah banyak dikunjungi wisatawan lokal. Tempat nya nyaman dikelilingi banyak nya pepohonan.",tempatnya strategis kota bengkulu tergolong dikunjungi wisatawan lokal nyaman dikelilingi pepohonan,tempat strategis kota bengkulu golong kunjung wisatawan lokal nyaman keliling pohon,Pulau Kumayan Kota,Bengkulu
indah dan sejuk,indah sejuk,indah sejuk,Pulau Kumayan Kota,Bengkulu
Tmpat foto2,tmpat foto,tmpat foto,Pulau Kumayan Kota,Bengkulu
"Mantab,,bisa picnic sekluarga gelar tikar,,",mantab picnic sekluarga gelar tikar,mantab picnic sekluarga gelar tikar,Pulau Kumayan Kota,Bengkulu
"masih sangat banyak yg perlu di benah dan di lengkapi di sini sehingga dapat menjadikan tempat ini tempat yg mempunyai nilai jual tinggi, saat ini menurut saya tidak ada yg terlalu menarik dr tempat ini yg menjadikan orang2 mau berkunjung ke sana berulang kali",benah lengkapi menjadikan nilai jual tinggi menarik menjadikan berkunjung berulang,benah lengkap jadi nilai jual tinggi tarik jadi kunjung ulang,Pulau Kumayan Kota,Bengkulu
"Tinggal penataannya, karena belum selesai",tinggal penataannya selesai,tinggal tata selesai,Pulau Kumayan Kota,Bengkulu
Tolong di perbanyak lagi spot foto nya,tolong perbanyak spot foto,tolong banyak spot foto,Pulau Kumayan Kota,Bengkulu
Trmpat yg sejuk,trmpat sejuk,trmpat sejuk,Pulau Kumayan Kota,Bengkulu
Suasana yang sejuk & pemandangan yang sangat indah. Cocok sekali untuk berkunjung bersama keluarga,suasana sejuk pemandangan indah cocok berkunjung keluarga,suasana sejuk pandang indah cocok kunjung keluarga,Pulau Kumayan Kota,Bengkulu
"Masih asri,. Msh perlu dikelola lg, Tp tolong bagi pengunjung keknya udah mendarah daging yg namanya buang sampah sembarangan",asri dikelola tolong pengunjung kayaknya mendarah daging namanya buang sampah sembarangan,asri kelola tolong unjung kayak darah daging nama buang sampah sembarang,Pulau Kumayan Kota,Bengkulu
Masih dalam pebgembangan,pebgembangan,pebgembangan,Pulau Kumayan Kota,Bengkulu
Kurang dikelola dengan baik dan sampah dimana.,dikelola sampah dimana,kelola sampah mana,Pulau Kumayan Kota,Bengkulu
Lumayan keren,lumayan keren,lumayan keren,Pulau Kumayan Kota,Bengkulu
"Wisata alam kumayan yg masih asri,👍👍👍",wisata alam kumayan asri,wisata alam kumayan asri,Pulau Kumayan Kota,Bengkulu
Wisata untuk keluarga suasana masih alami dan asri,wisata keluarga suasana alami asri,wisata keluarga suasana alami asri,Pulau Kumayan Kota,Bengkulu
Asik untuk tempat wisata keluarga,asik wisata keluarga,asik wisata keluarga,Pulau Kumayan Kota,Bengkulu
Tempat wisata yang masih lumayan baru. Bagus & potensial. Bersih & masih cukup terawat. Mudah2an bisa lebih dikembangkan lagi & bisa meningkatkan ekonomi khusus utk masyarakat sekitar lokasi.,wisata lumayan bagus potensial bersih terawat mudah an dikembangkan meningkatkan ekonomi masyarakat lokasi,wisata lumayan bagus potensial bersih awat mudah an kembang tingkat ekonomi masyarakat lokasi,Pulau Kumayan Kota,Bengkulu
Adem,adem,adem,Pulau Kumayan Kota,Bengkulu
Luar biasa bagus & masih asri,bagus asri,bagus asri,Pulau Kumayan Kota,Bengkulu
Destinasi Wisata kota Bengkulu untuk yang suka rekreasi.,destinasi wisata kota bengkulu suka rekreasi,destinasi wisata kota bengkulu suka rekreasi,Pulau Kumayan Kota,Bengkulu
