review,cleaned_review,cleaned_review_stemmed,nama desa wisata,provinsi
"Untuk setunya tidak seindah yang ada di foto. Walaupun sudah ada himbauan untuk jangan bayar parkir/tidak dipungut biaya masuknya, tapi masih ada tukang parkir nakal.

Tadi ada bapak2 parkir yang nyetop suruh bayar 2 ribu di deket pintu air, mentang2 aku dan suami bawa motornya nyantai. Eh langsung nyetop dan ngasih karcis. Kurang lebih seperti ini percakapannya:

Parkir:  “bayar 2 rb”
Sya: “Mau muter2 aja pak”
Parkir: “Lah mana saya tau, makanya kalau lewat negor dulu!!” (puntenn gimana mau negor, orang langsung di setopp!!!) posisi juga baru pertama kali ke sini.
Sya: “Dari tadi orang yang lewat kayaknya lewat aja kok ngga negor, yaudah MAAP ya Pak!!”

Abis itu bapaknya nggak jawab, dan nyesel kenapa aku minta maaf ke itu oranng! Sumpah kesell bangettttt. Baru pertama kali ke Setu Babakan ternyata first impression nyaa BAD!!!",setunya seindah foto himbauan bayar parkir dipungut biaya masuknya tukang parkir nakal parkir nyetop suruh bayar ribu pintu air mentang suami bawa motornya nyantai eh nyetop mengasih karcis percakapannya parkir bayar ribu muter parkir tau negor puntenn negor setopp posisi kayaknya negor yaudah maaf habis bapaknya menyesal maaf oranng sumpah kesell banget setu babakan first impression bad,setu indah foto himbauan bayar parkir pungut biaya masuk tukang parkir nakal parkir nyetop suruh bayar ribu pintu air mentang suami bawa motor nyantai eh nyetop asih karcis cakap parkir bayar ribu muter parkir tau negor puntenn negor setopp posisi kayak negor yaudah maaf habis bapak sesal maaf oranng sumpah kesell banget setu babakan first impression bad,Setu Babakan,DKI Jakarta
lumayan,lumayan,lumayan,Setu Babakan,DKI Jakarta
Disana Banyak Jajanan Dan Lumayan Tempat Buat Foto - Foto Disana,disana jajanan lumayan foto foto disana,sana jajan lumayan foto foto sana,Setu Babakan,DKI Jakarta
Tempat nyaman,nyaman,nyaman,Setu Babakan,DKI Jakarta
"Petugas permainan bebek air Nye yg bapak""pke kaos abu"" pake topi yg ambilin tiketnye songong konyol GK pantes ngelayanin orang bikin kapok orang yg mau maen ke situ.buat kalian yg mau maen ke Setu Babakan mending jgn maen bebek air deh.
Buat para pengelola coba koreksi lagi deh tuh orang",petugas permainan bebek air nye pakai kaos abu pakai topi mengambil tiketnye songong konyol ngelayanin bikin kapok main situ main setu babakan mending main bebek air pengelola coba koreksi,tugas main bebek air nye pakai kaos abu pakai topi ambil tiketnye songong konyol ngelayanin bikin kapok main situ main setu babakan mending main bebek air kelola coba koreksi,Setu Babakan,DKI Jakarta
"Fasilitas kurang, gak bersih dan ke area bagus didepan dekat tulisan ditutup aneh",fasilitas bersih area bagus didepan tulisan ditutup aneh,fasilitas bersih area bagus depan tulis tutup aneh,Setu Babakan,DKI Jakarta
"Recommended banget buat yang pengen lari santai ataupun nongkrong dipinggir danau. Buat yang pengen lari gw rekomendasiin sih pas pagi hari karena vibesnya beda banget dah,pokonya harus dicobain😎",recommended banget pengin lari santai nongkrong dipinggir danau pengin lari gue merekomendasikan pas pagi vibesnya beda banget pokoknya dicobain,recommended banget pengin lari santai nongkrong pinggir danau pengin lari gue rekomendasi pas pagi vibesnya beda banget pokok dicobain,Setu Babakan,DKI Jakarta
Ok,ok,ok,Setu Babakan,DKI Jakarta
"Susananya dapat, tapi fasilitas nya kurang. Jalan rusak. Kebersihan perlu ditingkatkan. Bahkan ada jalan yang tidak bisa dilewati karena berlumpur. Mohon perlu ditingkatkan perawatannya",susananya fasilitas jalan rusak kebersihan ditingkatkan jalan dilewati berlumpur ditingkatkan perawatannya,susananya fasilitas jalan rusak bersih tingkat jalan lewat lumpur tingkat awat,Setu Babakan,DKI Jakarta
Cukup nyaman utk refreshing keluarga atau istirahat sejenak sambil ngopi dll,nyaman refreshing keluarga istirahat ngopi dll,nyaman refreshing keluarga istirahat ngopi dll,Setu Babakan,DKI Jakarta
Setu Babakan bisa bersantai melihat pemandangan alam.,setu babakan bersantai pemandangan alam,setu babakan santa pandang alam,Setu Babakan,DKI Jakarta
Bagus....,bagus,bagus,Setu Babakan,DKI Jakarta
"tempatnya unik dan menarik,nah di situ kita bisa belajar mengenai batik,rumah adat dan lain lain pokoknya seru dah temoatnya",tempatnya unik menarik situ belajar batik rumah adat pokoknya seru temoatnya,tempat unik tarik situ ajar batik rumah adat pokok seru temoatnya,Setu Babakan,DKI Jakarta
"Porsinya pas, g banyak g dikit,. Pas dikantong juga.",porsinya pas dikit pas dikantong,porsi pas dikit pas kantong,Setu Babakan,DKI Jakarta
Tempatnya sejuk .. ga nyamannya banyak pedangang yg hampirin dan jual agak maksa jadi agak ganggu . Udh sering kali ke sana tapi kemaren lagi apesnya ada oknum pedagang warkop pinggir danau yg jual lebih dari harga pasaran beberapa tempat warkop sudah sering dikunjungi cuma salah satu warkop itu yg beda pokoknya . Kita masuk bayar parkir 3000 makan minum disana dikenain biaya parkir lagi sama yg punya warung sebesar 5000 .,tempatnya sejuk nyamannya pedangang hampirin jual maksa ganggu kemarin apesnya oknum pedagang warung kopi pinggir danau jual harga pasaran warung kopi dikunjungi salah warung kopi beda pokoknya bayar parkir makan minum disana dikenain biaya parkir warung,tempat sejuk nyaman pedangang hampirin jual maksa ganggu kemarin apes oknum dagang warung kopi pinggir danau jual harga pasar warung kopi kunjung salah warung kopi beda pokok bayar parkir makan minum sana dikenain biaya parkir warung,Setu Babakan,DKI Jakarta
Lumayan buat ngadem abis jogging sambil cari kuliner betawi,lumayan ngadem habis jogging cari kuliner betawi,lumayan ngadem habis jogging cari kuliner betawi,Setu Babakan,DKI Jakarta
Nyaman baik bersih,nyaman bersih,nyaman bersih,Setu Babakan,DKI Jakarta
"ga bangrt, satpamnya ga ramah, orang pengin wisata disana, gatau apa2 bukannys diarahin baik2 malah di marah2in",banget satpamnya ramah pengin wisata disana tau bukannys diarahin marah,banget satpam ramah pengin wisata sana tau bukannys diarahin marah,Setu Babakan,DKI Jakarta
Banyak pungli buat parkir 😊,pungli parkir,pungli parkir,Setu Babakan,DKI Jakarta
"Dulu bagus untuk tujuan jalan santai dan nongkrong bersama keluarga atau teman😍😍.
Sekarang setelah pandemi menjadi tidak nyaman.. jalanan keliling yang rusak sampai sekarang tidak dibetulkan, kalau musim hujan tidak ada bedanya dengan jalur sungai pegunungan saking parahnya🤭.
Air danau juga kotor hijau dan kadang banyak sampah dan minyak mengapung. Seperti tidak ada petugas yang merawatnya? 🙏✌️✌️",bagus tujuan jalan santai nongkrong keluarga teman pandemi nyaman jalanan keliling rusak dibetulkan musim hujan bedanya jalur sungai pegunungan saking parahnya air danau kotor hijau kadang sampah minyak mengapung petugas merawatnya,bagus tuju jalan santai nongkrong keluarga teman pandemi nyaman jalan keliling rusak betul musim hujan beda jalur sungai gunung saking parah air danau kotor hijau kadang sampah minyak apung tugas rawat,Setu Babakan,DKI Jakarta
Kurang tertata,tertata,tata,Setu Babakan,DKI Jakarta
"Bagi saya sih tempatnya bagus dan estetis tapi sayang pas saya datang kemarin gak bisa eksplorasi semua tempatnya karna ketemu bapak bapak(sepertinya sih pengurus sana) saya gak diijinkan masuk ke tempat kampung Betawi tengah dan pesisir, kalau gak diijinkan masuk karna sebab tertentu sih gak apa apa, harusnya ngomong dengan baik baik ini malah bapaknya ngegas ngomong nya dan saya diusir dari sana",tempatnya bagus estetis sayang pas kemarin eksplorasi tempatnya ketemu pengurus diijinkan kampung betawi tengah pesisir diijinkan mengomong bapaknya ngegas mengomong diusir,tempat bagus estetis sayang pas kemarin eksplorasi tempat ketemu urus diijinkan kampung betawi tengah pesisir diijinkan omong bapak ngegas omong usir,Setu Babakan,DKI Jakarta
Setu babakan di sore hari,setu babakan sore,setu babakan sore,Setu Babakan,DKI Jakarta
Setu terluas dan terindah di Jagakarsa dan jakarta selatan,setu terluas terindah jagakarsa jakarta selatan,setu luas indah jagakarsa jakarta selatan,Setu Babakan,DKI Jakarta
Perkampungan budaya betawi,perkampungan budaya betawi,kampung budaya betawi,Setu Babakan,DKI Jakarta
"Skrg setu babakan jelek, kotor krg terawat danaunya ,tp klo soal kulinernya harganya standar",setu babakan jelek kotor krg terawat danaunya kalo kulinernya harganya standar,setu babakan jelek kotor krg awat danau kalo kuliner harga standar,Setu Babakan,DKI Jakarta
Tempatnya cocok untuk jajan makanan betawi dan komplit juga,tempatnya cocok jajan makanan betawi komplit,tempat cocok jajan makan betawi komplit,Setu Babakan,DKI Jakarta
Wisata danau murah banyak makanan harga nya masih terjangkau,wisata danau murah makanan harga terjangkau,wisata danau murah makan harga jangkau,Setu Babakan,DKI Jakarta
Bagus danau nya,bagus danau,bagus danau,Setu Babakan,DKI Jakarta
"Gak jelas sistem kelolanya, masuk bayar 2rb, oke gak masalah.. Krn pertama kali, rencana mau makan, krn kebanyakan warkop n mie instan terus jalan menyusuri situ/setu nemu toge goreng pinggir setu, duduk lah kami berempat.. Order toge goreng.. Setelah disantap satu suapan datanglah penjaga warkop/minuman dengan muka jahat seperti peran di sinetron-sinetron .. Sambil bertanya.. MAU PESAN MINUM APA?!!! saya jawab entar ya.. Buset tuh penjaga warkop langsung usir saya... Duduknya jangan di situ gabung aja jadi satu.. Kursi panjang yg hanya cukup  untuk dua orang disuruh didudukin ber empat.. Gila aja... Untungnya tuk emak² sikap kek begitu.. Kalo laki udh gue ceburin ke setu.. Et dah adanya orang kek begitu jualan..!!!

Rasanya sudah harus ditertibkan seperti di kawasan puncak!!!  Kalo mau bertahan seperti itu buat tulisan besar khusus AKAMSI MAU APA LOH!!!",sistem kelolanya bayar ribu oke rencana makan kebanyakan warung kopi mie instan jalan menyusuri situ setu nemu toge goreng pinggir setu duduk berempat order toge goreng disantap suapan datanglah penjaga warung kopi minuman muka jahat peran sinetron sinetron pesan minum entar buset penjaga warung kopi usir duduknya situ gabung kursi disuruh didudukin ber gila untungnya emak sikap kayak kalo laki gue ceburin setu et kayak jualan ditertibkan kawasan puncak kalo bertahan tulisan akamsi,sistem kelola bayar ribu oke rencana makan banyak warung kopi mie instan jalan susur situ setu nemu toge goreng pinggir setu duduk empat order toge goreng santap suap datang jaga warung kopi minum muka jahat peran sinetron sinetron pesan minum entar buset jaga warung kopi usir duduk situ gabung kursi suruh didudukin ber gila untung emak sikap kayak kalo laki gue ceburin setu et kayak jual tertib kawasan puncak kalo tahan tulis akamsi,Setu Babakan,DKI Jakarta
Murah meriah dan sejuk,murah meriah sejuk,murah riah sejuk,Setu Babakan,DKI Jakarta
"1. Unik
2. budaya betawi
3. Tempat kuliner
4. tempat mancing
5. Syahdu",unik budaya betawi kuliner mancing syahdu,unik budaya betawi kuliner mancing syahdu,Setu Babakan,DKI Jakarta
Anda suka tidak mengerti,suka mengerti,suka erti,Setu Babakan,DKI Jakarta
"Disini kalian bisa menemukan berbagai jenis kuliner dan souvenir khas Betawi, mulai dari model ondel, dodol Betawi, roti buaya sampai kembang goyang",menemukan jenis kuliner souvenir khas betawi model ondel dodol betawi roti buaya kembang goyang,temu jenis kuliner souvenir khas betawi model ondel dodol betawi roti buaya kembang goyang,Setu Babakan,DKI Jakarta
"Enak sih tempatnya masuk cuma 2rb permotor.
Tapi didalem ketika jajan diwarung parkir lg 2rb, padahal didepan congor",tempatnya ribu permotor didalem jajan diwarung parkir ribu didepan congor,tempat ribu motor dalem jajan warung parkir ribu depan congor,Setu Babakan,DKI Jakarta
Setunya emang enak sih adem cuma jajanannya blm banyak variasi saat berkunjung kesana jd kek berkunjung ke setu biasa az,setunya adem jajanannya variasi berkunjung kesana kayak berkunjung setu az,setu adem jajan variasi kunjung kesana kayak kunjung setu az,Setu Babakan,DKI Jakarta
Banyak pohon rindang meskipun terik matahari tidak panas,pohon rindang terik matahari panas,pohon rindang terik matahari panas,Setu Babakan,DKI Jakarta
Selingkuhan gue Ineke Kusumawati belum gosok gigi,selingkuhan gue ineke kusumawati gosok gigi,selingkuh gue ineke kusumawati gosok gigi,Setu Babakan,DKI Jakarta
Mampir sini liat senja... Ada kerak telor & toge goreng...,mampir senja kerak telor toge goreng,mampir senja kerak telor toge goreng,Setu Babakan,DKI Jakarta
"Tempat perkampungan cagar budaya Betawi
Tempat untuk bersantai, tempat adem
Lingkungan  dengan suasana  kekeluargaan  khas Betawi",perkampungan cagar budaya betawi bersantai adem lingkungan suasana kekeluargaan khas betawi,kampung cagar budaya betawi santa adem lingkung suasana keluarga khas betawi,Setu Babakan,DKI Jakarta
Sering kesinj sama temen dan keluarga asik bgt,kesinj teman keluarga asik banget,kesinj teman keluarga asik banget,Setu Babakan,DKI Jakarta
Hari ini adalah daftar dan Keterangannya,daftar keterangannya,daftar terang,Setu Babakan,DKI Jakarta
"Tempatnya nyaman
Bisa buat ngadem
Wisata murah
Bisa mancing juga",tempatnya nyaman ngadem wisata murah mancing,tempat nyaman ngadem wisata murah mancing,Setu Babakan,DKI Jakarta
"Setu babakan itu tempat tinggal ku disitu emang sejuk dan adem, disana juga sekarang banyak sekali ondel-ondel yang dijual dan ada makan khas betawi juga",setu babakan tinggal ku disitu sejuk adem disana ondel ondel dijual makan khas betawi,setu babakan tinggal ku situ sejuk adem sana ondel ondel jual makan khas betawi,Setu Babakan,DKI Jakarta
Mantap Mas Irfan semoga semakin sukses,mantap mas irfan semoga sukses,mantap mas irfan moga sukses,Setu Babakan,DKI Jakarta
tempatnya adem...bayar tiket masuk motor juga murah meriah.dan banyak jajanan dan mainan untuk anak2...recomended untuk liburan yg ramah kantong.ada juga museum betawi nya loh...bisa menenalkan anak2 tentang sejarah betawi,tempatnya adem bayar tiket motor murah meriah jajanan mainan anak recomended liburan ramah kantong museum betawi menenalkan anak sejarah betawi,tempat adem bayar tiket motor murah riah jajan main anak recomended libur ramah kantong museum betawi menenalkan anak sejarah betawi,Setu Babakan,DKI Jakarta
"Nga terawat kotor
Tapi aneh nya ada yg ambilin restribusi
Dijaring harus nya oknum yg ambilin restribusi
Sy baru kemaren tgl 23_4_2024",terawat kotor aneh mengambil restribusi dijaring oknum mengambil restribusi kemarin tanggal,awat kotor aneh ambil restribusi jaring oknum ambil restribusi kemarin tanggal,Setu Babakan,DKI Jakarta
"seru sih bisa lihat budaya betawi,tapi puanas bgt weh",seru budaya betawi puanas banget weh,seru budaya betawi puanas banget weh,Setu Babakan,DKI Jakarta
"pemandangannya bagus, asri banget bikin tenang rasanya. makanannya beragam bangett, bikin kita bingung milihnya, ada kerak telor, soto, dodol, bakso, rujak, cireng, otak otak dan lain lain. nah dari sekian banyak makanan yang ada di setu babakan aku milih buat beli kerak telor bebek dan cireng kejuuu 🤩🤩 22nya enaaaaakk banget, kalian kalo mau nyoba harus dateng ke setu bakakan sih, tempatnya bener bener pas buat nyari makanan 🤩🥳 oh iyaa, disana ada bebek bebekan sama perahu, kita bisa naikin itu bareng temen atau keluargaa yeayy! ⭐️⭐️⭐️⭐️⭐️",pemandangannya bagus asri banget bikin tenang makanannya beragam banget bikin bingung milihnya kerak telor soto dodol bakso rujak cireng otak otak sekian makanan setu babakan memilih beli kerak telor bebek cireng kejuuu enaaaaakk banget kalo mencoba setu bakakan tempatnya pas mencari makanan oh iya disana bebek bebekan perahu naikin bareng teman keluargaa yeayy,pandang bagus asri banget bikin tenang makan agam banget bikin bingung milihnya kerak telor soto dodol bakso rujak cireng otak otak sekian makan setu babakan pilih beli kerak telor bebek cireng kejuuu enaaaaakk banget kalo coba setu baka tempat pas cari makan oh iya sana bebek bebe perahu naikin bareng teman keluargaa yeayy,Setu Babakan,DKI Jakarta
WAHHH banyak banget kuliner di seru babakan tapi favorit kita sih kerak telor yang maknyus bgtt. Apalagi ditemani dengan pemandangan danau yang asri dan indah banget. tempat ini 100℅ recomended bgt parahhh,banget kuliner seru babakan favorit kerak telor maknyus banget ditemani pemandangan danau asri indah banget recomended banget parahhh,banget kuliner seru babakan favorit kerak telor maknyus banget tani pandang danau asri indah banget recomended banget parahhh,Setu Babakan,DKI Jakarta
